session,data_type,data_num,path,split
3-4,silent,4262,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4262.wav_20251003_185442.npz,train
3-4,silent,4311,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4311.wav_20251003_190046.npz,train
3-4,silent,4412,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4412.wav_20251003_191307.npz,train
3-4,silent,4388,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4388.wav_20251003_191012.npz,train
3-4,silent,4622,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4622.wav_20251003_193515.npz,train
3-4,silent,4538,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4538.wav_20251003_192711.npz,train
3-4,silent,4249,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4249.wav_20251003_185337.npz,train
3-4,silent,4935,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4935.wav_20251005_141149.npz,train
3-4,silent,4724,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4724.wav_20251005_133755.npz,train
3-4,silent,4432,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4432.wav_20251003_191550.npz,train
3-4,silent,4076,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4076.wav_20251003_183604.npz,train
3-4,silent,4664,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4664.wav_20251003_193924.npz,train
3-4,silent,4386,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4386.wav_20251003_190957.npz,train
3-4,silent,4343,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4343.wav_20251003_190425.npz,train
3-4,silent,4242,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4242.wav_20251003_185259.npz,train
3-4,silent,4118,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4118.wav_20251003_184028.npz,train
3-4,silent,4934,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4934.wav_20251005_141144.npz,train
3-4,silent,4069,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4069.wav_20251003_183518.npz,train
3-4,silent,4523,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4523.wav_20251003_192538.npz,train
3-4,silent,4795,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4795.wav_20251005_135632.npz,train
3-4,silent,4325,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4325.wav_20251003_190214.npz,train
3-4,silent,4567,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4567.wav_20251003_192952.npz,train
3-4,silent,4842,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4842.wav_20251005_140305.npz,train
3-4,silent,4467,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4467.wav_20251003_191910.npz,train
3-4,silent,4892,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4892.wav_20251005_140816.npz,train
3-4,silent,4521,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4521.wav_20251003_192529.npz,train
3-4,silent,4685,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4685.wav_20251003_194157.npz,train
3-4,silent,4611,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4611.wav_20251003_193418.npz,train
3-4,silent,4055,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4055.wav_20251003_183400.npz,train
3-4,silent,4660,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4660.wav_20251003_193905.npz,train
3-4,silent,4108,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4108.wav_20251003_183912.npz,train
3-4,silent,4187,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4187.wav_20251003_184738.npz,train
3-4,silent,4927,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4927.wav_20251005_141117.npz,train
3-4,silent,4869,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4869.wav_20251005_140538.npz,train
3-4,silent,4552,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4552.wav_20251003_192841.npz,train
3-4,silent,4323,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4323.wav_20251003_190204.npz,train
3-4,silent,4116,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4116.wav_20251003_184018.npz,train
3-4,silent,4295,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4295.wav_20251003_185848.npz,train
3-4,silent,4490,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4490.wav_20251003_192156.npz,train
3-4,silent,4298,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4298.wav_20251003_185903.npz,train
3-4,silent,4335,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4335.wav_20251003_190326.npz,train
3-4,silent,4635,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4635.wav_20251003_193614.npz,train
3-4,silent,4148,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4148.wav_20251003_184332.npz,train
3-4,silent,5009,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_5009.wav_20251005_141822.npz,train
3-4,silent,4217,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4217.wav_20251003_185048.npz,train
3-4,silent,4177,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4177.wav_20251003_184646.npz,train
3-4,silent,4390,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4390.wav_20251003_191031.npz,train
3-4,silent,4898,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4898.wav_20251005_140845.npz,train
3-4,silent,4139,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4139.wav_20251003_184247.npz,train
3-4,silent,4652,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4652.wav_20251003_193814.npz,train
3-4,silent,4667,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4667.wav_20251003_193939.npz,train
3-4,silent,4283,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4283.wav_20251003_185756.npz,train
3-4,silent,4681,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4681.wav_20251003_194125.npz,train
3-4,silent,4050,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4050.wav_20251003_183337.npz,train
3-4,silent,4594,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4594.wav_20251003_193233.npz,train
3-4,silent,4924,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4924.wav_20251005_141106.npz,train
3-4,silent,4928,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4928.wav_20251005_141120.npz,train
3-4,silent,4130,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4130.wav_20251003_184136.npz,train
3-4,silent,4800,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4800.wav_20251005_135659.npz,train
3-4,silent,4065,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4065.wav_20251003_183459.npz,train
3-4,silent,4465,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4465.wav_20251003_191859.npz,train
3-4,silent,4885,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4885.wav_20251005_140730.npz,train
3-4,silent,4144,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4144.wav_20251003_184308.npz,train
3-4,silent,4833,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4833.wav_20251005_140220.npz,train
3-4,silent,4287,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4287.wav_20251003_185816.npz,train
3-4,silent,4389,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4389.wav_20251003_191016.npz,train
3-4,silent,4226,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4226.wav_20251003_185135.npz,train
3-4,silent,4381,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4381.wav_20251003_190918.npz,train
3-4,silent,4493,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4493.wav_20251003_192214.npz,train
3-4,silent,4507,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4507.wav_20251003_192414.npz,train
3-4,silent,4891,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4891.wav_20251005_140807.npz,train
3-4,silent,4024,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4024.wav_20251003_183048.npz,train
3-4,silent,4690,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4690.wav_20251003_194227.npz,train
3-4,silent,4367,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4367.wav_20251003_190733.npz,train
3-4,silent,4817,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4817.wav_20251005_140035.npz,train
3-4,silent,4947,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4947.wav_20251005_141251.npz,train
3-4,silent,4348,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4348.wav_20251003_190456.npz,train
3-4,silent,4206,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4206.wav_20251003_184941.npz,train
3-4,silent,4617,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4617.wav_20251003_193447.npz,train
3-4,silent,4904,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4904.wav_20251005_140910.npz,train
3-4,silent,4835,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4835.wav_20251005_140230.npz,train
3-4,silent,4807,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4807.wav_20251005_135849.npz,train
3-4,silent,4333,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4333.wav_20251003_190316.npz,train
3-4,silent,4793,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4793.wav_20251005_135622.npz,train
3-4,silent,4950,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4950.wav_20251005_141311.npz,train
3-4,silent,4562,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4562.wav_20251003_192918.npz,train
3-4,silent,4161,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4161.wav_20251003_184506.npz,train
3-4,silent,4492,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4492.wav_20251003_192207.npz,train
3-4,silent,4598,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4598.wav_20251003_193255.npz,train
3-4,silent,4035,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4035.wav_20251003_183149.npz,train
3-4,silent,4047,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4047.wav_20251003_183318.npz,train
3-4,silent,4005,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4005.wav_20251003_182906.npz,train
3-4,silent,4056,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4056.wav_20251003_183404.npz,train
3-4,silent,4392,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4392.wav_20251003_191042.npz,train
3-4,silent,4157,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4157.wav_20251003_184433.npz,train
3-4,silent,4472,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4472.wav_20251003_192013.npz,train
3-4,silent,4895,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4895.wav_20251005_140830.npz,train
3-4,silent,4973,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4973.wav_20251005_141523.npz,train
3-4,silent,4955,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4955.wav_20251005_141346.npz,train
3-4,silent,4066,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4066.wav_20251003_183504.npz,train
3-4,silent,4020,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4020.wav_20251003_183024.npz,train
3-4,silent,4561,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4561.wav_20251003_192915.npz,train
3-4,silent,4171,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4171.wav_20251003_184611.npz,train
3-4,silent,4580,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4580.wav_20251003_193106.npz,train
3-4,silent,4665,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4665.wav_20251003_193930.npz,train
3-4,silent,4850,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4850.wav_20251005_140356.npz,train
3-4,silent,4082,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4082.wav_20251003_183628.npz,train
3-4,silent,4944,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4944.wav_20251005_141236.npz,train
3-4,silent,4743,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4743.wav_20251005_133957.npz,train
3-4,silent,4693,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4693.wav_20251003_194241.npz,train
3-4,silent,4818,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4818.wav_20251005_140039.npz,train
3-4,silent,4879,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4879.wav_20251005_140644.npz,train
3-4,silent,4107,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4107.wav_20251003_183907.npz,train
3-4,silent,4992,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4992.wav_20251005_141736.npz,train
3-4,silent,4477,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4477.wav_20251003_192044.npz,train
3-4,silent,4322,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4322.wav_20251003_190200.npz,train
3-4,silent,4270,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4270.wav_20251003_185553.npz,train
3-4,silent,4037,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4037.wav_20251003_183201.npz,train
3-4,silent,4310,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4310.wav_20251003_190039.npz,train
3-4,silent,4886,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4886.wav_20251005_140738.npz,train
3-4,silent,4931,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4931.wav_20251005_141132.npz,train
3-4,silent,4501,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4501.wav_20251003_192332.npz,train
3-4,silent,4483,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4483.wav_20251003_192121.npz,train
3-4,silent,4875,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4875.wav_20251005_140620.npz,train
3-4,silent,4951,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4951.wav_20251005_141316.npz,train
3-4,silent,4317,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4317.wav_20251003_190131.npz,train
3-4,silent,4103,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4103.wav_20251003_183837.npz,train
3-4,silent,4364,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4364.wav_20251003_190657.npz,train
3-4,silent,4554,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4554.wav_20251003_192847.npz,train
3-4,silent,4909,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4909.wav_20251005_140935.npz,train
3-4,silent,4181,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4181.wav_20251003_184707.npz,train
3-4,silent,4140,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4140.wav_20251003_184253.npz,train
3-4,silent,4730,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4730.wav_20251005_133830.npz,train
3-4,silent,4099,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4099.wav_20251003_183818.npz,train
3-4,silent,4609,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4609.wav_20251003_193407.npz,train
3-4,silent,4376,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4376.wav_20251003_190846.npz,train
3-4,silent,4431,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4431.wav_20251003_191537.npz,train
3-4,silent,4848,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4848.wav_20251005_140333.npz,train
3-4,silent,4034,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4034.wav_20251003_183143.npz,train
3-4,silent,4569,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4569.wav_20251003_193002.npz,train
3-4,silent,4728,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4728.wav_20251005_133818.npz,train
3-4,silent,4237,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4237.wav_20251003_185237.npz,train
3-4,silent,4859,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4859.wav_20251005_140454.npz,train
3-4,silent,4678,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4678.wav_20251003_194105.npz,train
3-4,silent,4183,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4183.wav_20251003_184717.npz,train
3-4,silent,4706,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4706.wav_20251005_133528.npz,train
3-4,silent,4672,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4672.wav_20251003_194025.npz,train
3-4,silent,4583,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4583.wav_20251003_193120.npz,train
3-4,silent,4582,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4582.wav_20251003_193116.npz,train
3-4,silent,4907,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4907.wav_20251005_140928.npz,train
3-4,silent,4965,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4965.wav_20251005_141442.npz,train
3-4,silent,5017,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_5017.wav_20251005_141843.npz,train
3-4,silent,4597,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4597.wav_20251003_193249.npz,train
3-4,silent,4914,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4914.wav_20251005_140958.npz,train
3-4,silent,4350,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4350.wav_20251003_190517.npz,train
3-4,silent,4708,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4708.wav_20251005_133540.npz,train
3-4,silent,4086,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4086.wav_20251003_183646.npz,train
3-4,silent,4540,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4540.wav_20251003_192722.npz,train
3-4,silent,4605,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4605.wav_20251003_193335.npz,train
3-4,silent,4998,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4998.wav_20251005_141752.npz,train
3-4,silent,4028,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4028.wav_20251003_183107.npz,train
3-4,silent,4057,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4057.wav_20251003_183410.npz,train
3-4,silent,4979,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4979.wav_20251005_141705.npz,train
3-4,silent,4846,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4846.wav_20251005_140324.npz,train
3-4,silent,4828,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4828.wav_20251005_140145.npz,train
3-4,silent,4852,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4852.wav_20251005_140404.npz,train
3-4,silent,4966,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4966.wav_20251005_141446.npz,train
3-4,silent,4867,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4867.wav_20251005_140529.npz,train
3-4,silent,4147,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4147.wav_20251003_184328.npz,train
3-4,silent,4407,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4407.wav_20251003_191238.npz,train
3-4,silent,4779,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4779.wav_20251005_135500.npz,train
3-4,silent,4806,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4806.wav_20251005_135843.npz,train
3-4,silent,4141,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4141.wav_20251003_184257.npz,train
3-4,silent,4442,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4442.wav_20251003_191648.npz,train
3-4,silent,4464,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4464.wav_20251003_191852.npz,train
3-4,silent,4453,silent_speech_dataset/silent/3-4/data/emg/emg_250hz_3_3_4453.wav_20251003_191753.npz,train
